name,risk,lat,lon
BELGIAN FLAX MILL,High,54.174251,-6.339199
CORN MILL,High,54.174251,-6.339199
3 OSBORNE PROMENADE,High,54.098002,-6.252462
11 CARDINAL O'FIAICH SQUARE,High,54.076964,-6.607821
7 CORRY’S SQUARE,High,54.178617,-6.341771
8 CORRY’S SQUARE,High,54.178617,-6.341771
12 SANDYS STREET,High,54.179088,-6.332973
S OF 16 ARDKEERAGH ROAD,High,54.174251,-6.339199
35 GRANSHA ROAD,High,54.246209,-6.203601
14 COYLES HILL ROAD,High,54.174251,-6.339199
TOWNSEND NATIONAL SCHOOL,High,54.174251,-6.339199
FORMER TRAM STATION,High,54.174251,-6.339199
72 DRUMLOUGH ROAD,High,54.174251,-6.339199
BALLAGH BRIDGE (OLD),High,54.174251,-6.339199
20 MAIN STREET,High,54.348729,-6.27048
40 MEETING STREET,High,54.412874,-6.148132
FORMER STATION HOUSE,High,54.327699,-5.715767
65 MILL HILL,High,54.260396,-5.93364
67 MILL HILL DUNDRINNE CASTLEWELLAN CO. DOWN BT31 9NB DOWN,High,54.327699,-5.715767
F.H.EBBITT FIELD STUDY CENTRE,High,54.327699,-5.715767
2-4 MAIN STREET,High,54.327699,-5.715767
LOWER FARM COURTYARD OFF DEMESNE ROAD,High,54.3071,-5.84162
2-4 MAIN STREET,High,54.327699,-5.715767
FINNEBROGUE ESTATE,High,54.328751,-5.715692
39 IRISH STREET,High,54.32835,-5.714976
ROSES LANE END,High,54.516246,-6.058011
OLD QUAKER MEETING HOUSE,High,54.516246,-6.058011
15 HOWE ROAD BALLYKEEL DROMORE COUNTY DOWN BT25 1ET LISBURN,High,54.516246,-6.058011
SEXTON'S HOUSE AT ST PATRICK'S RC CHURCH,High,54.516246,-6.058011
7 PARADE GROUND RANDALSTOWN ANTRIM,High,54.719534,-6.20725
MAIN GATE LODGE AND GATES TO LOUGHANMORE 53 LOUGHANMORE ROAD DUNADRY ANTRIM CO ANTRIM BT41 2HN ANTRIM,High,54.719534,-6.20725
PROTESTANT HALL,High,54.714504,-6.217732
IRON FOOTBRIDGE,High,54.719534,-6.20725
BEN NEAGH,High,54.719534,-6.20725
PRINCETOWN VILLA,High,54.327699,-5.715767
24 FERRY STREET,High,54.380405,-5.547791
38-40 SHORE ROAD,High,54.370324,-5.556035
25-27 MAIN STREET,High,54.488242,-5.534297
35 MAIN STREET,High,54.488478,-5.539604
37 MAIN STREET,High,54.488822,-5.537081
MANOR FARM,High,,
WATER TOWER,High,,
22-24 COURT STREET,High,54.591431,-5.695104
HOUSE TO NE OF 6 HILLSBOROUGH ROAD,High,,
GATE LODGE AT FLORIDA MANOR,High,,
STEWARD’S HOUSE,High,,
513-529 ORMEAU ROAD,High,54.570978,-5.915192
32 MCMASTER STREET,High,54.598519,-5.901237
33 MCMASTER STREET,High,54.599085,-5.901348
34 MCMASTER STREET,High,54.598442,-5.901151
37 MCMASTER STREET,High,54.599218,-5.901358
50 MCMASTER STREET,High,54.598068,-5.901204
52 MCMASTER STREET,High,54.599239,-5.901179
20 MCMASTER STREET,High,54.59843,-5.90112
23 MCMASTER STREET,High,54.598489,-5.901197
24 MCMASTER STREET,High,54.59872,-5.901252
27 MCMASTER STREET,High,54.598885,-5.901334
EAST GATE LODGE AT ORMISTON HOUSE 48 HAWTHORNDEN ROAD BELFAST CO DOWN BELFAST,High,54.597285,-5.93012
STABLE BLOCK (ORMISTON MEWS) ORMISTON HOUSE 50 HAWTHORNDEN ROAD BELFAST CO DOWN BT4 2GH BELFAST,High,54.60552,-5.864349
15 COLLEGE GARDENS,High,54.584198,-5.940814
19 COLLEGE GARDENS,High,54.584239,-5.939934
20 COLLEGE GARDENS,High,54.584065,-5.939904
21 COLLEGE GARDENS,High,54.583937,-5.939937
22 COLLEGE GARDENS,High,54.584213,-5.939854
GLENSIDE LODGE,High,54.624432,-5.98032
PUMP HOUSE,High,54.343829,-7.631873
ACCOMMODATION BRIDGE OVER NEWRY CANAL ,High,54.35028,-6.652792
LOCK HOUSE,High,54.516246,-6.058011
TIN VERNACULAR BUILDING,High,54.343829,-7.631873
ST MARY’S CHURCH (RC),High,55.045456,-6.933676
TOWN HALL (ALEXANDER MEMORIAL HALL),High,55.045456,-6.933676
28A STRABANE ROAD CASTLEDERG,High,54.708263,-7.588902
TRILLICK CASTLE OMAGH,High,54.469076,-7.493892
4 THE FOUNTAIN,High,54.992582,-7.322499
23-25 CARLISLE ROAD,High,54.993802,-7.319764
MILL AT BALNAMORE,High,55.06544,-6.56233
FORMER C OF I SCHOOL,High,55.070663,-6.51527
2-4 BRIDGE STREET,High,,
47-51 QUAY ROAD,High,55.204687,-6.240472
FARMHOUSE,High,54.597715,-7.30996
URBAN VERNACULAR HOUSE,High,54.343829,-7.631873
DANESFORT,High,54.343829,-7.631873
VERNACULAR COTTAGE,High,54.343829,-7.631873
ESTATE COTTAGE,High,54.343829,-7.631873
PERRY STREET,High,54.503298,-6.76635
AGHENIS CASTLE FARM,High,54.508273,-6.766935
AGHENIS CASTLE FARM,High,54.508273,-6.766935
26-30 THE SQUARE/2-3 CORNMARKET STREET,High,54.35028,-6.652792
53 DOWNPATRICK STREET,High,54.236699,-6.158667
3 NEWRY STREET,High,54.238227,-6.161351
NEW MILLS,High,54.327699,-5.715767
20 ENGLISH STREET,High,54.328939,-5.717177
1 NEW STREET,High,54.74864,-6.321381
1 BRIDGE STREET,High,54.714442,-6.219349
5 HIGH STREET,High,54.642362,-5.537331
6-8 CHURCH STREET,High,54.382237,-5.547287
LINFIELD ROAD NATIONAL SCHOOL,High,54.597285,-5.93012
HOLY CROSS BOYS SCHOOL,High,54.615847,-5.968093
BATHING HOUSE ARDGLASS  DOWN,High ,54.327699,-5.715767
THE ROCKET HOUSE,High ,54.174251,-6.339199
CONVENT OF MERCY,Low,,
STRAND ROAD,Low,54.996612,-7.308575
BOVAGH HOUSE,Low,55.13258,-6.66461
124 KEADY ROAD DERRYAD,Low,54.343829,-7.631873
GLENMAKIERAN 141 BANGOR ROAD CULTRA HOLYWOOD NORTH DOWN,Low,54.327699,-5.715767
CRESCENT ARTS CENTRE 2 UNIVERSITY ROAD BELFAST CO ANTRIM BT7 1NH BELFAST,Low,54.586186,-5.934788
NORTHERN COUNTIES CLUB,Low,54.996612,-7.308575
FORMER ST. JOSEPH'S & ST MARY'S PRIMARY SCHOOL ,Low,54.996612,-7.308575
COURT HOUSE,Low,54.641323,-6.744921
RANFURLY PARK FARM (NOW MANOR COURT NURSING HOME) MOYGASHEL DUNGANNON CO. TYRONE ,Low,54.60296,-7.0941
THE PALLISADING,Low,54.371184,-6.547449
9 CATHERINE STREET,Low,54.399632,-5.651177
SHIEL'S INSTITUTE,Low,54.327699,-5.715767
COURT HOUSE,Moderate,54.715193,-6.220882
ULSTER BANK HEAD OFFICE,Moderate,54.601284,-5.926113
FINCARN COTTAGE ,Moderate,54.981703,-7.273118
GATE LODGE,Moderate,54.996612,-7.308575
THE MARKETS ,Moderate,55.129448,-6.669047
MOSS-SIDE HOUSE,Moderate,55.15745,-6.410567
METHODIST CHURCH,Moderate,54.865294,-6.280221
OLD POST OFFICE,Moderate,54.865294,-6.280221
22 CENNICK ROAD GRACEHILL ,Moderate,54.854517,-6.326793
LODGE AND GATES AT ST.LOUIS CONVENT ,Moderate,,
5 TOWNHALL STREET,Moderate,54.718792,-7.377436
7 TOWNHALL STREET,Moderate,54.71875,-7.378436
22 THE SQUARE,Moderate,54.446608,-6.690879
23 THE SQUARE,Moderate,54.446608,-6.690879
17 ANNAGHROE ROAD,Moderate,54.340197,-6.85831
57 MAIN STREET,Moderate,54.412935,-6.74256
36 MAIN STREET,Moderate,54.372402,-6.551929
RANFURLY HOUSE,Moderate,54.174251,-6.339199
MCROBERT'S SHOP 39-41 MAIN STREET,Moderate,54.327699,-5.715767
THE ARDGLASS ARMS,Moderate,54.327699,-5.715767
193 NEWCASTLE ROAD,Moderate,54.340835,-5.841505
59 MAIN STREET,Moderate,54.480659,-6.226532
18-20 FERRY STREET,Moderate,54.380526,-5.547725
ORMISTON,Moderate,54.596968,-5.852874
METHODIST CHURCH (DECONSECRATED),Moderate,54.584926,-5.927285
THE CONVENT OF ST. MALACHY'S AND PRIMARY SCHOOL ,Moderate,54.597285,-5.93012
THATCHED HOUSE,Moderate,55.045456,-6.933676
LISNAMOYLE,Moderate,54.857496,-5.826232
(THATCHED) DWELLING,Moderate,54.800455,-6.515371
LISSAN HOUSE DRUMGRASS ROAD COOKSTOWN,Moderate,54.674199,-6.752566
5-7 HIGH STREET,Moderate,54.691342,-6.669879
DOVECOTE,Moderate,54.343829,-7.631873
CASTLE DILLON HOUSE,Moderate,54.35028,-6.652792
ARMAGH GAOL,Moderate,54.35028,-6.652792
CABRA HOUSE,Moderate,54.174251,-6.339199
GATEHOUSE,Moderate,54.327699,-5.715767
FORMER TOWN HALL,Moderate,,
ULSTER VOLUNTEER HOSPITAL,Moderate,54.605244,-5.866542
WHITEHALL TOBACCO WORKS,Moderate,54.593075,-5.939024
BANK OF IRELAND,Moderate,54.602399,-5.931458
ORR/SINTON'S MILL,Moderate,54.35028,-6.652792
GATE LODGE,Moderate,54.996612,-7.308575
OLD WATERSIDE TRAIN STATION,Moderate,54.996612,-7.308575
FORMER THE GOOD SHEPHERD CONVENT,Moderate,54.996612,-7.308575
31-33 SHIPQUAY STREET,Moderate,54.996706,-7.320406
OLD NORTHERN BANK,Moderate,54.996612,-7.308575
FORMER FIRE STATION,Moderate,54.996612,-7.308575
GRAND CENTRAL BAR,Moderate,,
19 CRAWFORD SQUARE,Moderate,55.003493,-7.327577
23 CRAWFORD SQUARE,Moderate,55.003886,-7.32722
GATE LODGE TO ABERFOYLE HOUSE,Moderate,,
TOWN HALL,Moderate,55.13258,-6.66461
1 WATERSIDE,Moderate,55.131791,-6.677121
BALNAMORE HOUSE,Moderate,55.064424,-6.554713
CUSHENDUN PARISH CHURCH,Moderate,55.12578,-6.04293
1 BRIDGE STREET,Moderate,55.203695,-6.523424
10-12 TOBERWINE STREET,Moderate,54.96703,-5.953226
BANK OF IRELAND 43-47 MAIN STREET,Moderate,54.851383,-5.81831
DUNMINNING COTTAGE,Moderate,54.865294,-6.280221
91 MAIN ST. CULLYBACKEY ,Moderate,54.887945,-6.352409
CRANNY PRIMARY SCHOOL,Moderate,54.743017,-6.681804
GOVERNOR'S HOUSE ,Moderate,54.597715,-7.30996
LISNAMALLARD HOUSE,Moderate,54.597715,-7.30996
HOUSE CLONTIVRIN NEWTOWNBUTLER CO. FERMANAGH BT92 6FR FERMANAGH,Moderate,54.343829,-7.631873
CENTRAL AND NORTH BLOCK,Moderate,54.343829,-7.631873
SOUTH BLOCK,Moderate,54.343829,-7.631873
OLD MARKET HOUSE,Moderate,54.343829,-7.631873
LOCK HOUSE,Moderate,54.508273,-6.766935
COURT HOUSE,Moderate,54.508273,-6.766935
MINTERBURN (OLD) PRIMARY SCHOOL,Moderate,54.508273,-6.766935
THE TYRONE COURIER BUILDING ,Moderate,54.508273,-6.766935
28 CUSHENNY ROAD,Moderate,54.35028,-6.652792
10 RUSSELL STREET,Moderate,54.349211,-6.652427
FORMER MARKET HOUSE,Moderate,54.174251,-6.339199
15 ST. COLMAN’S PARK,Moderate,54.172862,-6.339428
BESSBROOK MILL,Moderate,54.174251,-6.339199
DUNBARTON,Moderate,54.37387,-6.360809
GATE LODGE,Moderate,54.348729,-6.27048
15 CASTLE STREET,Moderate,54.327699,-5.715767
STRANGFORD PRESBYTERIAN CHURCH,Moderate,54.327699,-5.715767
1 CASTLE PLACE,Moderate,54.258631,-5.606352
191 NEWCASTLE ROAD,Moderate,54.340835,-5.841505
112 IRISH STREET,Moderate,54.326212,-5.712862
684 SHORE ROAD,Moderate,54.663698,-5.905694
ORANGE HALL,Moderate,54.327699,-5.715767
ST. PHILIP & ST. JAMES PARISH HALL,Moderate,54.327699,-5.715767
88 MAIN STREET,Moderate,54.537215,-5.557378
2 CHURCH STREET,Moderate,54.538032,-5.55515
55 HOGSTOWN ROAD,Moderate,,
14 THE SQUARE,Moderate,54.55093,-5.745357
ANDREW'S SPINNING MILL,Moderate,,
SEXTON'S LODGE,Moderate,,
GATE LODGE,Moderate,54.579089,-5.919706
MERSEY STREET PRIMARY SCHOOL,Moderate,54.601368,-5.891122
TEMPLEMORE BATHS,Moderate,54.597285,-5.93012
COLINMORE,Moderate,54.563432,-5.980457
ST COMGALL'S PRIMARY SCHOOL,Moderate,54.600243,-5.942351
GATE LODGE,Moderate,54.638702,-5.936533
TEDFORD’S,Moderate,54.600378,-5.92202
BANK OF IRELAND,Moderate,54.599806,-5.927923
33 WARING STREET AND 10-14 SKIPPER STREET,Moderate,54.601187,-5.92638
NORTHERN BANK,Moderate,54.601284,-5.926113
ST JOSEPH'S RC CHURCH PRINCE'S DOCK STREET BELFAST CO ANTRIM BT1 3AA BELFAST,Moderate,54.60789,-5.918747
18 HILL STREET,Moderate,54.602114,-5.927294
20 HILL STREET,Moderate,54.601768,-5.926895
22 HILL STREET,Moderate,54.601756,-5.926884
GRESHAM CHAMBERS,Moderate,54.601799,-5.931423
TGWU/ TRANSPORT HOUSE,Moderate,54.599502,-5.924109
LOCK-KEEPER'S HOUSE,Moderate,54.547696,-5.941179
THOMAS TELFORD LOCK HOUSE,Moderate,54.35028,-6.652792
ORIGINAL BUILDING,Moderate,54.348729,-6.27048
PROBATE OFFICE  13 BISHOP ST. ,Moderate,54.992698,-7.325956
GATE LODGE GLENGALLIAGH HALL,Moderate,54.996612,-7.308575
67 WINDYHILL ROAD,Moderate,55.077546,-6.908943
9/11 LINENHALL STREET,Moderate,55.050266,-6.952621
MARKET YARD,Moderate,54.848993,-5.820697
GRACEHILL PRIMARY SCHOOL,Moderate,54.879966,-6.279461
6 BOYNE ROW,Moderate,54.879135,-6.642025
7 BOYNE ROW,Moderate,54.879135,-6.641568
22 BOYNE ROW,Moderate,54.879135,-6.641568
3 MARKET STREET,Moderate,54.691517,-6.669719
5 MARKET STREET,Moderate,54.691558,-6.66978
12 URBAL ROAD COAGH COOKSTOWN,Moderate,54.647047,-6.61905
14 URBAL ROAD COAGH COOKSTOWN,Moderate,54.646248,-6.620354
16 URBAL ROAD COAGH COOKSTOWN,Moderate,54.64624,-6.620365
FORMER POST OFFICE,Moderate,54.343829,-7.631873
BUILDING ADJACENT TO 406 LOUGHSHORE ROAD,Moderate,54.343829,-7.631873
FORMER KERRIB NATIONAL SCHOOL,Moderate,54.508273,-6.766935
THE OLD COURT HOUSE,Moderate,54.35028,-6.652792
NORTH GATES,Moderate,54.35028,-6.652792
FORMER MADDAN COUNTY PRIMARY SCHOOL,Moderate,54.35028,-6.652792
THE GROVE,Moderate,54.174251,-6.339199
2-4 CHURCH SQUARE,Moderate,54.237991,-6.160757
6 CHURCH SQUARE,Moderate,54.237911,-6.160748
8 OSBORNE PROMENADE,Moderate,54.096983,-6.252928
9 OSBORNE PROMENADE,Moderate,54.098002,-6.252462
BUILDING TO RIGHT OF ST. COLMAN'S HALL,Moderate,54.174251,-6.339199
9 SANDYS STREET,Moderate,54.179073,-6.333212
10 SANDYS STREET,Moderate,54.179351,-6.332972
11 SANDYS STREET,Moderate,54.179078,-6.333053
FORMER NATIONAL SCHOOL,Moderate,54.174251,-6.339199
CHURCH OF IRELAND CHURCH,Moderate,54.174251,-6.339199
VOGUE CINEMA 52 NEWRY STREET KILKEEL NEWRY CO DOWN BT34 4DN NEWRY/MOURNE,Moderate,54.174251,-6.339199
PHEASANT INN,Moderate,54.25799,-5.941357
HILLTOWN ROAD TOLLYMORE PARK BRYANSFORD NEWCASTLE CO DOWN,Moderate,54.327699,-5.715767
GATE PILLARS HILLTOWN ROAD AGHACULLION NEAR BRYANSFORD NEWCASTLE CO DOWN,Moderate,54.327699,-5.715767
'THE TOWER' HILLTOWN ROAD AGHACULLION NEAR BRYANSFORD NEWCASTLE CO DOWN DOWN,Moderate,54.327699,-5.715767
STABLES AT FINNEBROGUE ESTATE OFF FINNEBROGUE ROAD FINNABROGUE DOWNPATRICK CO DOWN,Moderate,54.348896,-5.72089
OLD ENTRANCE GATE PILLARS AT FINNEBROGUE HOUSE NEXT TO 9 FINNEBROGUE ROAD FINNABROGUE DOWNPATRICK DOWN,Moderate,54.348896,-5.72089
DOWNE HOSPITAL (MAIN BLOCK) 9A POUND LANE DOWNPATRICK CO DOWN,Moderate,54.323548,-5.710198
DOWNE HOSPITAL (ADMINISTRATION BLOCK) 9A POUND LANE DOWNPATRICK CO DOWN,Moderate,54.323548,-5.710198
2 GRAHAM PLACE,Moderate,54.516246,-6.058011
22 POND PARK ROAD LISBURN BT28 3LF LISBURN,Moderate,54.523357,-6.061351
HILDEN NATIONAL SCHOOL,Moderate,54.516246,-6.058011
MARKET SQUARE NEW STREET RANDALSTOWN,Moderate,54.748475,-6.32162
12 THE PARADE,Moderate,54.642636,-5.53585
47 COURT STREET,Moderate,54.591381,-5.694389
63-65 COURT STREET,Moderate,54.591309,-5.693736
BELVOIR PARK HOSPITAL,Moderate,54.575725,-5.888274
31 MCMASTER STREET,Moderate,54.599018,-5.901343
CONWAY MILL,Moderate,54.5998,-5.95134
NORTHERN BANK,Moderate,54.596255,-5.923645
DWELLING,Moderate,54.343829,-7.631873
38 MAIN STREET,Moderate,54.343623,-6.573151
8 SANDYS STREET,Moderate,54.179881,-6.33412
22 SANDY'S STREET,Moderate,54.179477,-6.332102
ARTILLERY STREET,Moderate,54.994312,-7.320882
40 MAIN STREET,Moderate,54.597715,-7.30996
22-26 SCOTCH QUARTER,Moderate,54.718142,-5.798701
87 LACKAN ROAD,Moderate,54.262395,-6.08807
WILMONT HOUSE,Moderate,54.597285,-5.93012
58-66 ROYAL AVE. BELFAST BELFAST,Moderate,54.601004,-5.931207
68-70 ROYAL AVE. BELFAST BELFAST,Moderate,54.601646,-5.93167
THATCHED HOUSE 360 SEACOAST ROAD MAGILLIGAN LIMAVADY CO LONDONDERRY BT49 0LA LIMAVADY,,55.132186,-6.950559
MOUNT PLEASANT,,55.13258,-6.66461
14 GORTINURE ROAD,,54.880563,-6.677242
21 CARRICKATANE ROAD,,54.827387,-7.46331
75 MAIN STREET,,54.343829,-7.631873
CLEANALLY CORN MILL,,54.508273,-6.766935
BRADBURY BUILDINGS,,54.589066,-5.934503
54 ARDGROUND ROAD,,54.927623,-7.20806
CENOTAPH BALLYQUIN ROAD LIMAVADY LIMAVADY,,55.045456,-6.933676
7 LOY STREET COOKSTOWN COOKSTOWN,,54.643995,-6.744652
9 LOY STREET COOKSTOWN COOKSTOWN,,54.643892,-6.74475
GLENVIEW HOUSE,,54.597715,-7.30996
FORMER WORK HOUSE,,54.343829,-7.631873
GERRY MAC’S (PUBLIC HOUSE),,54.174251,-6.339199
DOMNACH DOLA DERRY,,54.996612,-7.308575
GRAVEYARD DUNLADE ROAD EGLINTON CO LONDONDERRY,,55.023035,-7.096059
OLD CHURCH RUINS DUNCRUN ROAD TAMLAGHT BELLARENA LIMAVADY CO LONDONDERRY LIMAVADY,,55.045456,-6.933676
 BALLYKELLY OLD CHURCH/GRAVEYARD WALWORTH ROAD BALLYKELLY LIMAVADY CO LONDONDERRY,,55.051651,-7.025146
ARDGLANY'S,,,
BALLYLOUGH CASTLE MOYLE,,,
ST. JOHN OF RANSEVYN LARNE,,54.8578,-5.823622
TEMPLECORRAN CHURCH LARNE,,54.8578,-5.823622
GLYNN OLD CHURCH LARNE,,54.8578,-5.823622
CASTLE CURLEWS STRABANE,,54.827387,-7.46331
CORICK ABBEY STRABANE,,54.827387,-7.46331
HOLYWELL CHURCH OMAGH,,54.597715,-7.30996
DRUMRAGH OMAGH,,54.559854,-7.280971
CAPPAGH CHURCH,,54.597715,-7.30996
CREVINISH CASTLE FERMANAGH,,54.343829,-7.631873
FORTIFIED MANOR-HOUSE FERMANAGH,,54.343829,-7.631873
C17TH CASTLE FERMANAGH,,54.343829,-7.631873
MEDIEVAL PARISH CHURCH,,54.343829,-7.631873
HOLYWELL,,54.343829,-7.631873
CHURCH & GRAVEYARD: CARRICK OR AGHAMORE CHURCH FERMANAGH,,54.343829,-7.631873
TULLYKELTER CASTLE FERMANAGH,,54.343829,-7.631873
CASTLE: CASTLE CALDWELL FERMANAGH,,54.343829,-7.631873
ABBEY FERMANAGH,,54.494654,-8.209046
AGHINTAIN CASTLE DUNGANNON,,54.508273,-6.766935
AGHALOO DUNGANNON,,54.449756,-6.983485
ENGINE HOUSE AND STEAM ENGINE MILL STREET CALEDON CO TYRONE BT68 4TT DUNGANNON,,54.508273,-6.766935
CASTLERAW CASTLE ARMAGH,,54.35028,-6.652792
CREEVEKEERAN TOWER-HOUSE ARMAGH,,54.35028,-6.652792
BALLYMOYER OLD CHURCH NEWRY/MOURNE,,54.174251,-6.339199
KILBRONEY CHURCH NEWRY/MOURNE,,54.174251,-6.339199
NEWRY CANAL NEWRY/MOURNE,,54.174251,-6.339199
DROMORE CASTLE BANBRIDGE,,54.413588,-6.150909
SEAFIN CASTLE BANBRIDGE,,54.348729,-6.27048
MEDIEVAL AND MODERN CHURCH AND GRAVEYARD WITH ENCLOSURE: MAGHERADROOL DOWN,,54.327699,-5.715767
CORBELLED PIG CREWS DOWN,,54.327699,-5.715767
KILCOO OLD GRAVEYARD OFF BALLYMONEY ROAD BALLYMONEY NEWCASTLE CO DOWN DOWN,,54.327699,-5.715767
DERBI,,54.516246,-6.058011
ACHCLI LISBURN,,54.516246,-6.058011
CASTLE ROBIN LISBURN,,54.551267,-5.928711
MONKSTOWN ABBEY NEWTOWNABBEY,,54.69057,-5.91767
BISHOP'S HOUSE CARRICKFERGUS,,54.726187,-5.810121
MALACHY'S WALL,,54.327699,-5.715767
LEAD MINE,,,
TEMPLECRANEY ARDS,,,
THE ABBACY ARDS,,,
BALLYWALTER CHURCH RUINS DUNOVER ROAD WHITECHUCH BALLYWALTER NEWTOWNARDS CO. DOWN BT22 2LW ARDS,,54.54273,-5.48437
RUINED WINDING ENGINE HOUSE AND CHIMNEY OLD LEAD MINE WHITESPOTS NEWTOWNARDS CO. DOWN ARDS,,,
RUINED WINDING HOUSE AND CHIMNEY OLD LEAD MINES WHITESPOTS NEWTOWNARDS CO DOWN ARDS,,,
STRATHMULLEN HOUSE,,54.508273,-6.766935
WESTLAWN' 38 KILLYCOMAINE ROAD,,54.442926,-6.417565
WINDMILL STUMP,,54.35028,-6.652792
ELM PARK,,54.35028,-6.652792
NO. 6 SEVEN HOUSES,,54.350116,-6.656063
24 VICTORIA STREET,,54.348306,-6.645908
137 AUGHNAHOORY ROAD,,54.098963,-6.005949
4 MILLTOWN ROAD,,54.174251,-6.339199
GILFORD CASTLE BANBRIDGE,,54.374598,-6.346015
LODGE AT ELMFIELD,,,
WATCH TOWER,,,
,,,
62 SCOTCH STREET DOWNPATRICK DOWN,,54.329106,-5.715094
NAVIGATION HOUSE,,54.516246,-6.058011
ABBEY HOUSE,,54.685279,-5.964502
